TimeSinceMark,CurrentStage,AltitudeASL,DownRange,SpeedSurface,SpeedOrbital,Mass,Acceleration,Q,AoA,AoS,AoD,AltitudeTrue,Pitch,GravityLosses,DragLosses,SteeringLosses,DeltaVExpended
0,1,69.9461827544845,0,0.113973953224857,174.96277385313,16.1972171589732,1.19055400868215,0.00077140154261202,0.00233250754661963,-0.00147088853682575,0.00477587961477397,2.36415001995279,89.96044921875,0,0,0,0
0.0199999999999818,1,69.9507619128446,0,0.230261897650535,174.963012655271,16.193325214088,1.29136740164752,0.00723568392937303,0.00365823949557403,-0.00439423025875518,0.00477587961477397,2.36490783899906,89.9609771728516,0.00130375545526991,2.10274974307725E-06,0.58713615656651,0.590618263754008
0.2199999999998,1,70.290607792756,0,3.34113018135034,174.994257431982,16.154410533607,2.30150063569719,4.83200757050103,0.00807794919785921,-0.0312622219382754,0.0257656675671932,2.50298739843769,89.9622924804687,0.0387535224625195,0.00029597629773919,6.39237124706777,6.50467229415549
0.419999999999618,1,71.3943809925695,0,7.31093936763164,175.110944159572,16.115495853126,3.01857061644719,26.6253801632417,0.00871478447214562,-0.035477443598565,0.0330498477170212,3.25276441314141,89.9690307617188,0.120644700496857,0.00174162212977048,12.076648500613,12.4331906820007
0.619999999999436,1,73.2935454559629,0,11.2936822392242,175.318919169743,16.0765811726451,3.02517491292333,66.1063874208971,0.00901364401818082,-0.0401013225259695,0.0344980156236804,4.79379130662419,89.9912689208984,0.246996391350706,0.0052830385373497,17.6394957128132,18.3764109436059
0.819999999999254,1,75.99061022877,0.00894069671630859,15.2886512525879,175.618640421072,16.0376664921641,3.03141661688286,123.410543083366,0.00955910240636703,-0.0441201246180469,0.0392319873923137,7.13160116368323,89.9972015380859,0.417749607045693,0.01187749599084,23.0807282079521,24.3345718895462
1.01999999999907,1,79.4879416363547,0,19.2951279968252,176.0102593754,15.9987508580089,3.03728937276394,198.650462040571,0.0104110309116634,-0.0474158473304887,0.0435545175152856,10.2686252753425,90,0.632767688620455,0.0224952818639396,28.4004233962611,30.3079150872575
1.21999999999889,1,83.7877617800608,0,23.3123834191422,176.493681125048,15.9598361775279,3.04278821027574,291.915166068252,0.0115658071877014,-0.0500582175812794,0.0480004975127102,14.2071514157113,89.996044921875,0.891837430121789,0.0381185466866589,33.5988913210988,36.2966849998952
1.41999999999871,1,88.8921448672423,0.0126440545532682,27.3396795329323,177.068624513493,15.9209214970469,3.04790818030611,403.270040597028,0.0129637022575378,-0.0525016158943395,0.0478449052612077,18.9493231423979,89.9980224609375,1.19467080571175,0.0597402735028272,38.6766171338606,42.3011280534579
1.61999999999853,1,94.8030167171615,0.0178813934326172,31.376271538006,177.734715601311,15.8820058628917,3.05264590313363,532.756249151565,0.0139252094814823,-0.0548065449233175,0.0544854454435098,24.4971264431498,89.9952239990234,1.54090713452645,0.0883629627884907,43.6342703056346,48.3214911384756
